customerid,transactionid,id_contrato,parcela,produto,fundo,data_referencia,data_cessao,data_vencimento,valor_cessao,valor_nominal,parcela_z,fundo_code,key,dc_cessao,t_ref,i_facio,valor_presente_calculado,valor_presente_fundo,_merge,recon_status,abs_diff,rel_diff,valor_exposicao,fundo_resumido,vp,dias_vencer,bucket_prazo,i_fundo,i_diff,delta_abs
b24d3a9bca51025c5ff6142b6759a874e0ff14d2ed476548612dd4f7bf8961a9,20260611191646.0,CTR016474,1.0,SimpleCredit,FIDC4,2026-06-30,2026-06-12,2026-06-29,238.38,278.44,1.0,FIDC4,CTR016474|001,17.0,18.0,0.0091793184332116,278.43999999999943,23.07,both,Match Divergent,255.36999999999944,11.06935413957518,278.43999999999943,FIDC4,278.43999999999943,-1.0,Vencidos,-0.12167686731325777,-0.13085618574646937,0.13085618574646937
e9b6c46072127030facc572820d20a65c9bc6355b1d8a7e5090298930f52db01,20260529225324.0,CTR048455,1.0,SimpleCredit,FIDC3,2026-06-30,2026-05-30,2026-06-15,51.5,58.94,1.0,FIDC3,CTR048455|001,16.0,31.0,0.0084692988937962,58.94000000000008,1.71,both,Match Divergent,57.23000000000008,33.46783625730998,58.94000000000008,FIDC3,58.94000000000008,-15.0,Vencidos,-0.10402391972828706,-0.11249321862208327,0.11249321862208327
f6fb56357741c325c4c8a067ef6f77f1b70db3f6fa0c2a9e8fda12069143948e,20260606073827.0,CTR011561,1.0,SimpleCredit,FIDC4,2026-06-30,2026-06-06,2026-06-22,51.45,58.39,1.0,FIDC4,CTR011561|001,16.0,24.0,0.0079397401358867,58.38999999999992,3.8,both,Match Divergent,54.589999999999925,14.365789473684192,58.38999999999992,FIDC4,58.38999999999992,-8.0,Vencidos,-0.1028812663208103,-0.110821006456697,0.110821006456697
09b9115ab5ad047ee20463244e05e4fda88a4ed92e7e48d70369705d19c2f28b,20260615183222.0,CTR012522,1.0,SimpleCredit,FIDC3,2026-06-30,2026-06-16,2026-06-30,51.5,57.84,1.0,FIDC3,CTR012522|001,14.0,14.0,0.0083272495563209,57.84,13.36,both,Match Divergent,44.48,3.32934131736527,57.84,FIDC3,57.84,0.0,Vencidos,-0.09188091669758791,-0.10020816625390881,0.10020816625390881
c381e86141e222d303df9b97d6171d495c8ee144ad040f6d23354cb6eee207be,20260604122432.0,CTR046047,1.0,SimpleCredit,FIDC4,2026-06-30,2026-06-04,2026-06-30,101.97,126.72,1.0,FIDC4,CTR046047|001,26.0,26.0,0.0083927647973649,126.71999999999986,10.88,both,Match Divergent,115.83999999999986,10.6470588235294,126.71999999999986,FIDC4,126.71999999999986,0.0,Vencidos,-0.08246761293323857,-0.09086037773060346,0.09086037773060346
a6d48396aed6b00fcd52f68810070b0a00dbd2d62e2fdd36395ba32ad10ea4b6,20260606195241.0,CTR027081,1.0,SimpleCredit,FIDC3,2026-06-30,2026-06-07,2026-06-22,51.5,58.39,1.0,FIDC3,CTR027081|001,15.0,23.0,0.0084059892180798,58.38999999999992,7.98,both,Match Divergent,50.40999999999991,6.31704260651628,58.38999999999992,FIDC3,58.38999999999992,-8.0,Vencidos,-0.07787219879334883,-0.08627818801142864,0.08627818801142864
f45def48e90c61b37cd0a4f10aabd644085468150d6008cddef2d4de2760ea40,20260529133329.0,CTR045545,1.0,SimpleCredit,FIDC4,2026-06-30,2026-05-29,2026-06-12,152.31,165.82,1.0,FIDC4,CTR045545|001,14.0,32.0,0.006088815150629,165.8200000000001,11.33,both,Match Divergent,154.4900000000001,13.635481023830549,165.8200000000001,FIDC4,165.8200000000001,-18.0,Vencidos,-0.07799256833225054,-0.08408138348287955,0.08408138348287955
1765c483307d0b432d403ccb586d77d8737963c70edfa61a40106c45ef4fee7d,20260601163737.0,CTR044196,1.0,SimpleCredit,FIDC3,2026-06-30,2026-06-02,2026-06-22,51.52,66.65,1.0,FIDC3,CTR044196|001,20.0,28.0,0.0129574781660344,66.64999999999999,6.62,both,Match Divergent,60.03,9.067975830815708,66.64999999999999,FIDC3,66.64999999999999,-8.0,Vencidos,-0.0706605738806676,-0.083618052046702,0.083618052046702
d6ec19dbc35d293e347833043f79acfd74fc7b0101cfca645ac53a4de6d68c45,20260430135530.0,CTR034347,1.0,SimpleCredit,FIDC4,2026-06-30,2026-04-30,2026-06-05,51.53,70.55,1.0,FIDC4,CTR034347|001,36.0,61.0,0.0087647854211583,70.54999999999973,0.45,both,Match Divergent,70.09999999999972,155.77777777777715,70.54999999999973,FIDC4,70.54999999999973,-25.0,Vencidos,-0.07477278343784488,-0.08353756885900318,0.08353756885900318
cc8d8c3722d0f4d5b801c60863d33626dbf2f41bd8dd28547f46f226dab67c61,20260417123146.0,CTR037497,1.0,SimpleCredit,FIDC3,2026-06-30,2026-04-17,2026-05-11,51.48,62.61,1.0,FIDC3,CTR037497|001,24.0,74.0,0.0081888310137305,62.60999999999987,0.16,both,Match Divergent,62.44999999999988,390.3124999999992,62.60999999999987,FIDC3,62.60999999999987,-50.0,Vencidos,-0.07505775791816349,-0.08324658893189399,0.08324658893189399
